Title,Season,Episode,Description,Duration,Year,Director,Rating
"The Wheel in Space, Part Six",5,40,<p>Jamie and Zoe attempt to recover the time vector generator while the Cybermen realise the Doctor is on the Wheel and make him their prime target.</p>,25,1968,Tristan de Vere Cole,8
"The Dominators, Part One",6,1,"<p>The TARDIS arrives on the planet Dulkis where the Doctor, Zoe and Jamie decide to have a quiet holiday. Only to find the Evil Dominators and their robotic slaves, The Quarks have arrived on a radioactive island, where they plan to detonate a bomb in the planet's core, which will turn the entire planet as source of radioactive fuel for their invasion fleet.</p>",25,1968,Morris Barry,8
"The Dominators, Part Two",6,2,"<p>The Doctor and Jamie are captured by the Dominators, who subject them to an intelligence test, while Zoe and Cully attempt to convince the Dulcian council of the threat.</p>",25,1968,Morris Barry,7.7
"The Dominators, Part Three",6,3,<p>Zoe and Cully are captured by the Dominators and put to work alongside the survey team while the Doctor and Jamie decide to return to the island to help.</p>,25,1968,Morris Barry,7.7
"The Dominators, Part Four",6,4,"<p>The Doctor and Zoe are interrogated by Rago, who is planning to present his terms to the Dulcian council, while Jamie and Cully try to find a way to strike back against the Quarks.</p>",25,1968,Morris Barry,7.7
"The Dominators, Part Five",6,5,<p>Jamie and Cully manage to rescue the Doctor's party and together they try to find a way to stop the Dominators before they destroy the entire planet.</p>,25,1968,Morris Barry,7.7
"The Mind Robber, Part One",6,6,"<p>The Doctor activates an emergency unit on board theTARDIS to escape destruction by a volcanic eruption. Unfortunately, it moves them out of normal space and time to a deadly world where fantasy rules. The travellers find themselves lured out of the ship into a ghostly white void.</p>",25,1968,David Maloney,8
"The Mind Robber, Part Two",6,7,"<p>With the TARDIS destroyed, the Doctor, Jamie and Zoe find themselves in a strange forest patrolled by mysterious soldiers.</p>",25,1968,David Maloney,7.8
"The Mind Robber, Part Three",6,8,<p>The Doctor realises that the travelers are trapped in a world where fiction is real and where creatures are a threat if people believe in them.</p>,25,1968,David Maloney,7.8
"The Mind Robber, Part Four",6,9,"<p>The Doctor, Jamie and Zoe reach the citadel at the centre of the land, where they finally encounter the Master of the Land of Fiction.</p>",25,1968,David Maloney,7.8
"The Mind Robber, Part Five",6,10,"<p>With Jamie and Zoe having been turned into fiction, the Doctor must find a way to save them without suffering the same fate or becoming part of the Master Brain.</p>",25,1968,David Maloney,7.8
"The Invasion, Part One",6,11,"<p>The TARDIS lands in London where the Doctor, Jamie and Zoe agree to help find Isobel Watkins' missing uncle.Searching for Professor Watkins at his last place of work,a multinational electronics supplier, hemeets the company's managing director. He's not what he seems - and possesses alien technology in his office.</p>",25,1968,Douglas Camfield,8
"The Invasion, Part Two",6,12,<p>The Doctor and Jamie are taken prisoner by their mysterious observers and have a reunion with an old friend while Zoe and Isobel carry out their own investigation of IE.</p>,25,1968,Douglas Camfield,8
"The Invasion, Part Three",6,13,"<p>The Doctor and Jamie return to the IE factory in search of Zoe and Isobel, where they meet with Professor Watkins and fall foul of Vaughn.</p>",25,1968,Douglas Camfield,8
"The Invasion, Part Four",6,14,<p>The Doctor and Jamie enlist the help of UNIT to rescue Zoe and Isobel before trying to find out what Vaughn is really up to.</p>,25,1968,Douglas Camfield,8.3
"The Invasion, Part Five",6,15,<p>The Doctor and Jamie tell the Brigadier about the Cybermen but with Rutledge under Vaughn's control he is powerless to act.</p>,25,1968,Douglas Camfield,8
"The Invasion, Part Six",6,16,"<p>Captain Turner manages to rescue Jamie and the others, while the Doctor begins working on a way to protect everyone from the Cybermen's hypno-sound signal.</p>",25,1968,Douglas Camfield,8.3
"The Invasion, Part Seven",6,17,"<p>With the entire world unconscious apart from the Doctor and his friends, the Cybermen are poised to invade and only Zoe, the Brigadier and a missile crew can stop them.</p>",25,1968,Douglas Camfield,8
"The Invasion, Part Eight",6,18,<p>The Cybermen have launched their deadly megatron bomb which will destroy all life on Earth unless the Doctor can deactivate the homing signal.</p>,25,1968,Douglas Camfield,8
"The Krotons, Part One",6,19,"<p>The TARDIS lands on the planet of the Gonds, a primitive and enslaved people. Every year, two of the finest Gond students are sent to be 'companions' of the mysterious and unseen Krotons. But the Doctor reveals that only death awaits them.</p>",25,1968,David Maloney,7.8
"The Krotons, Part Two",6,20,<p>Zoe is selected as a companion for the Krotons and the Doctor insists on joining her.</p>,25,1969,David Maloney,7.8
"The Krotons, Part Three",6,21,<p>Jamie is held prisoner by the Krotons who intend to recapture the Doctor and Zoe for their mental energy.</p>,25,1969,David Maloney,8
"The Krotons, Part Four",6,22,<p>Selris succeeds in drawing the Krotons out of the Dynatrope but Eelek agrees to hand the Doctor and Zoe over to them in return for their leaving the planet.</p>,25,1969,David Maloney,7.8
"The Seeds of Death, Part One",6,23,"<p>21st century Earth is entirely dependent on the T-Mat transport system but the control centre on the moon has stopped functioning. Meanwhile, the Doctor, Jamie and Zoe meet the one man who can solve the crisis.</p>",25,1969,Michael Ferguson,8
"The Seeds of Death, Part Two",6,24,"<p>Eldred agrees to supply a rocket for travel to the moon and the Doctor, Jamie and Zoe volunteer to crew it.</p>",25,1969,Michael Ferguson,7.3
"The Seeds of Death, Part Three",6,25,"<p>The Doctor, Jamie and Zoe make it to the moon and join forces with Phipps but the Ice Warriors have gained control of T-mat.</p>",25,1969,Michael Ferguson,7.3
"The Seeds of Death, Part Four",6,26,<p>The Ice Warriors' seed pods beginning materialising all over the globe while Slaar decides to kill the Doctor by T-matting him into space.</p>,25,1969,Michael Ferguson,7.7
"The Seeds of Death, Part Five",6,27,<p>The Doctor and his allies manage to return to Earth via T-mat only to find the Ice Warrior has attacked the weather control station.</p>,25,1969,Michael Ferguson,8
"The Seeds of Death, Part Six",6,28,<p>The Doctor manages to create a rain storm to destroy the Martian fungus before trying to find a way to stop the Ice Warriors' invasion fleet.</p>,25,1969,Michael Ferguson,8
"The Space Pirates, Part One",6,29,"<p>Space beacons are being destroyed by pirates, who are salvaging the argonite metal. When the Doctor, Jamie and Zoe arrive on one of the beacons, they are mistaken for pirates.</p>",25,1969,Michael Hart,7.7
"The Space Pirates, Part Two",6,30,"<p>With the Doctor, Jamie and Zoe trapped on a beacon segment, Hermack becomes suspicious of the unruly prospector Milo Clancey.</p>",25,1969,Michael Hart,7.7
"The Space Pirates, Part Three",6,31,"<p>The Doctor, Jamie and Zoe flee from the Space Corps with Clancey, who decides to seek refuge on Ta.</p>",25,1969,Michael Hart,7.7
"The Space Pirates, Part Four",6,32,"<p>The Doctor, Jamie and Zoe are held prisoner by the space pirates while Caven comes up with a plan to throw suspicion onto Clancey.</p>",25,1969,Michael Hart,7.3
"The Space Pirates, Part Five",6,33,"<p>Madeleine is revealed to be working with Caven, who comes up with a way to kill the Doctor and his friends whilst framing them for the piracy.</p>",25,1969,Michael Hart,7.7
"The Space Pirates, Part Six",6,34,"<p>With Clancey and Issigri trapped aboard the LIZ, the Doctor, Jamie and Zoe try to convince Madeleine to help them before Caven destroys Ta.</p>",25,1969,Michael Hart,7.3
"The War Games, Part One",6,35,"<p>The Doctor, Jamie and Zoe realise they have arrived in the trenches of the First World War, where the sinister General Smythe accuses them of espionage.</p>",25,1969,David Maloney,8
"The War Games, Part Two",6,36,<p>The Doctor and Zoe manage to escape from Ransom and attempt to rescue Jamie from the military prison.</p>,25,1969,David Maloney,8
"The War Games, Part Three",6,37,<p>The Doctor and his friends realise the area is divided into different time zones and decide to return to the château to obtain a map from Smythe.</p>,25,1969,David Maloney,8
"The War Games, Part Four",6,38,<p>The Doctor and Zoe are transported to the control centre of the war games while Jamie and Lady Jennifer fall foul of American Revolution soldiers.</p>,25,1969,David Maloney,8
"The War Games, Part Five",6,39,<p>The Doctor attempts to rescue Zoe and Carstairs while Jamie and Lady Jennifer try to convince the resistance of the true nature of Von Weich and the others.</p>,25,1969,David Maloney,8
"The War Games, Part Six",6,40,"<p>The scientist examines the captured resistance fighters and realises Jamie is a new arrival on the planet while the Doctor, Zoe and Carstairs try to rescue their friends.</p>",25,1969,David Maloney,7.7
"The War Games, Part Seven",6,41,"<p>The Doctor, Jamie and Carstairs manage to return to the 1917 zone only to be captured by Smythe, who orders the Doctor executed.</p>",25,1969,David Maloney,7.7
"The War Games, Part Eight",6,42,<p>The Doctor and the processing machine have been taken by the Aliens but the resistance are making plans to attack the control centre.</p>,25,1969,David Maloney,7.7
"The War Games, Part Nine",6,43,"<p>To prove his loyalty to the Aliens, the Doctor is ordered to reprocess his friends while the Security Chief finally uncovers evidence of the War Chief's treachery.</p>",25,1969,David Maloney,8
"The War Games, Part Ten",6,44,<p>The TARDIS is drawn to the planet of the Time Lords where both the Doctor and the War Lord are placed on trial.</p>,25,1969,David Maloney,8.3
"Spearhead from Space, Part One",7,1,"<p>As the newly-regenerated Doctor arrives on Earth, so does the Nestene too.</p>",25,1970,Derek Martinus,8.7
"Spearhead from Space, Part Two",7,2,"<p>UNIT's attempts to locate the meteorites are hampered by the mysterious plastic Autons, being constructed by Channing at a nearby factory, while the Doctor makes another attempt to escape from the hospital.</p>",25,1970,Derek Martinus,8.3
"Spearhead from Space, Part Three",7,3,"<p>Ransome manages to escape from the plastics factory and alert UNIT, prompting the Doctor and the Brigadier to start an investigation.</p>",25,1970,Derek Martinus,8
"Spearhead from Space, Part Four",7,4,"<p>With UNIT's investigation being blocked by the Replica of Scobie, the Doctor and Liz visit Madame Tussaud's to try and find out more as Channing prepares to activate the Autons.</p>",25,1970,Derek Martinus,8.2
"The Silurians, Part One",7,5,"<p>The Doctor and Liz are summoned to the Wenley Moor Research Centre by the Brigadier, after several staff members suffer nervous breakdowns.</p>",25,1970,Timothy Combe,8.4
"The Silurians, Part Two",7,6,"<p>The Doctor attempts to convince people there are monsters in the caves, prompting Major Baker to start shooting at a reptile man.</p>",25,1970,Timothy Combe,8.2
"The Silurians, Part Three",7,7,<p>The Silurians contact Quinn for help in retrieving their fellow while the Doctor and the Brigadier organise a search of the moors.</p>,25,1970,Timothy Combe,8.4
"The Silurians, Part Four",7,8,"<p>With Quinn dead, the Brigadier decides to take an armed party into the caves, prompting the Doctor to contact the Silurians himself.</p>",25,1970,Timothy Combe,8
